Id,SalePrice
1461,114080.07
1462,148369.75
1463,172623.2
1464,182968.94
1465,170359.36
1466,161450.5
1467,166898.02
1468,155653.31
1469,168437.95
1470,115569.89
1471,163095.34
1472,92000.74
1473,89782.74
1474,141307.55
1475,102643.18
1476,392643.47
1477,248235.67
1478,269085.84
1479,296434.03
1480,491631.25
1481,311861.12
1482,188118.61
1483,163039.7
1484,158506.33
1485,172167.56
1486,176765.75
1487,304222.88
1488,223846.38
1489,195471.75
1490,241069.05
1491,180358.25
1492,86956.7
1493,171151.02
1494,280581.22
1495,262822.34
1496,233028.97
1497,165448.28
1498,178939.11
1499,154577.28
1500,155823.38
1501,187573.81
1502,146060.72
1503,366482.2
1504,234121.66
1505,220598.66
1506,174869.31
1507,253191.8
1508,183462.89
1509,149326.33
1510,141254.45
1511,143979.08
1512,163374.17
1513,145256.17
1514,165767.55
1515,182104.83
1516,140605.23
1517,157906.86
1518,118133.91
1519,186840.6
1520,120014.61
1521,127483.75
1522,160840.75
1523,108569.0
1524,107046.484
1525,109388.36
1526,106497.08
1527,97581.98
1528,122420.31
1529,143280.7
1530,175465.36
1531,121084.25
1532,85987.15
1533,143746.3
1534,114094.48
1535,137138.67
1536,100055.19
1537,57718.035
1538,142225.78
1539,203699.95
1540,112969.625
1541,125927.97
1542,121129.7
1543,229856.56
1544,76743.445
1545,114271.375
1546,123722.79
1547,126696.76
1548,128842.734
1549,113467.78
1550,122005.05
1551,99532.69
1552,135255.92
1553,125922.195
1554,107443.734
1555,158944.78
1556,87913.586
1557,118484.16
1558,97061.234
1559,67784.266
1560,110870.21
1561,134178.34
1562,121031.08
1563,116044.5
1564,154239.84
1565,140419.39
1566,246401.6
1567,66025.66
1568,222024.64
1569,126166.625
1570,121573.74
1571,92936.26
1572,127942.89
1573,247973.36
1574,118770.58
1575,231168.06
1576,267891.8
1577,162469.97
1578,150984.19
1579,133334.19
1580,172817.44
1581,142677.2
1582,116171.45
1583,274481.62
1584,202572.11
1585,130368.06
1586,63291.65
1587,94999.93
1588,140082.7
1589,98300.266
1590,125718.12
1591,70470.81
1592,120100.39
1593,119725.3
1594,143845.77
1595,102100.266
1596,203336.27
1597,173799.7
1598,199707.89
1599,134023.23
1600,131648.69
1601,63236.43
1602,99986.84
1603,49126.08
1604,292674.2
1605,228054.0
1606,157194.19
1607,154425.45
1608,192385.38
1609,164773.7
1610,144928.97
1611,132045.6
1612,159730.69
1613,156137.47
1614,110931.65
1615,82847.51
1616,62857.633
1617,84645.42
1618,120219.91
1619,143798.72
1620,169699.4
1621,125088.72
1622,138235.62
1623,249446.78
1624,185690.73
1625,108364.52
1626,158816.3
1627,177676.8
1628,284424.53
1629,165329.53
1630,380979.8
1631,219884.45
1632,246467.78
1633,164112.4
1634,176346.58
1635,166141.98
1636,146320.83
1637,186317.94
1638,179041.77
1639,171943.56
1640,238514.42
1641,166933.03
1642,225346.86
1643,220544.97
1644,230871.31
1645,197982.95
1646,152320.62
1647,149753.5
1648,126394.914
1649,137154.4
1650,121957.36
1651,117193.69
1652,92932.2
1653,95593.875
1654,140969.39
1655,125622.9
1656,133895.34
1657,139124.72
1658,139511.77
1659,111781.664
1660,146266.67
1661,382949.78
1662,374209.6
1663,342797.7
1664,547239.6
1665,287422.5
1666,316877.44
1667,363012.7
1668,323552.84
1669,326594.2
1670,318692.0
1671,256982.4
1672,443236.0
1673,277275.62
1674,230704.16
1675,184877.08
1676,184644.53
1677,196656.9
1678,500631.2
1679,428467.75
1680,312405.8
1681,222871.4
1682,305735.06
1683,177521.97
1684,163653.95
1685,163792.7
1686,163405.81
1687,156678.16
1688,178638.47
1689,175375.81
1690,178056.5
1691,172549.52
1692,240576.72
1693,156913.92
1694,173061.05
1695,158910.92
1696,261163.9
1697,162183.48
1698,329655.06
1699,366400.84
1700,270421.8
1701,249949.89
1702,234354.6
1703,226487.05
1704,269608.22
1705,220289.62
1706,353062.78
1707,203990.69
1708,188953.06
1709,254789.9
1710,218396.62
1711,265777.5
1712,265445.66
1713,267147.72
1714,214214.39
1715,201997.22
1716,170901.83
1717,165007.9
1718,131229.02
1719,202267.95
1720,227189.25
1721,140443.12
1722,115186.555
1723,143935.14
1724,202167.83
1725,232825.36
1726,173256.84
1727,142144.86
1728,163613.89
1729,157834.7
1730,144218.45
1731,105728.35
1732,120558.22
1733,104298.46
1734,115765.05
1735,110126.07
1736,100987.586
1737,571768.56
1738,230428.45
1739,253197.06
1740,192776.36
1741,173857.77
1742,187317.81
1743,173622.75
1744,404150.9
1745,219037.1
1746,182945.4
1747,197757.83
1748,231815.58
1749,144524.23
1750,126509.99
1751,215464.62
1752,112401.97
1753,141554.0
1754,187016.23
1755,161225.14
1756,133306.58
1757,112430.4
1758,136801.81
1759,149852.95
1760,153670.22
1761,144288.67
1762,165625.03
1763,157533.75
1764,110456.11
1765,149564.67
1766,172628.19
1767,217888.05
1768,138276.12
1769,154598.2
1770,142447.39
1771,115671.73
1772,126242.7
1773,130554.3
1774,137039.77
1775,130762.13
1776,119770.11
1777,97760.31
1778,130443.74
1779,117199.77
1780,148444.78
1781,115804.27
1782,86016.41
1783,133433.88
1784,98637.75
1785,116984.875
1786,129301.695
1787,170653.2
1788,52818.008
1789,90301.914
1790,72988.64
1791,170838.55
1792,149384.61
1793,116011.02
1794,142550.62
1795,122974.53
1796,110164.8
1797,109779.08
1798,110938.53
1799,103032.86
1800,122036.89
1801,123075.16
1802,117006.836
1803,140779.42
1804,134777.77
1805,127492.01
1806,112343.734
1807,123560.28
1808,103958.95
1809,112054.91
1810,126976.08
1811,111716.68
1812,100398.46
1813,121239.56
1814,87723.49
1815,52217.38
1816,97038.125
1817,99620.84
1818,146696.83
1819,120447.38
1820,34227.742
1821,88877.48
1822,147296.05
1823,29119.146
1824,137531.66
1825,130958.34
1826,101828.46
1827,97168.38
1828,121818.37
1829,109468.11
1830,126766.73
1831,126837.64
1832,80578.086
1833,134314.31
1834,111743.58
1835,137882.03
1836,117089.29
1837,81775.0
1838,111726.87
1839,95019.06
1840,139007.5
1841,126020.71
1842,86859.59
1843,131520.55
1844,128446.84
1845,139566.17
1846,138957.3
1847,166193.55
1848,50062.43
1849,91305.3
1850,108221.37
1851,145138.61
1852,116858.11
1853,124963.88
1854,154549.0
1855,149393.25
1856,218027.81
1857,117584.8
1858,129000.53
1859,113390.78
1860,142025.98
1861,113399.625
1862,270304.97
1863,252941.98
1864,252972.84
1865,332424.5
1866,312796.4
1867,209344.84
1868,268539.7
1869,190622.77
1870,226546.12
1871,233503.03
1872,159294.77
1873,244759.67
1874,144213.95
1875,184374.02
1876,183187.83
1877,206601.38
1878,187033.2
1879,120297.984
1880,124002.91
1881,252638.14
1882,236220.34
1883,173031.88
1884,200651.81
1885,220934.86
1886,258645.3
1887,208701.44
1888,258151.44
1889,155107.31
1890,111486.195
1891,107492.555
1892,81736.305
1893,128627.37
1894,129329.16
1895,127659.76
1896,114914.27
1897,126608.26
1898,108093.93
1899,176567.62
1900,134718.38
1901,160628.95
1902,143964.38
1903,206613.4
1904,142897.56
1905,179183.61
1906,140147.03
1907,193559.03
1908,104771.836
1909,126766.375
1910,112873.14
1911,203708.98
1912,297303.0
1913,131101.42
1914,50481.01
1915,421448.38
1916,43665.887
1917,217365.47
1918,135769.9
1919,163101.17
1920,154038.39
1921,364481.84
1922,312234.03
1923,229894.61
1924,196333.12
1925,197680.77
1926,373590.44
1927,124231.84
1928,144754.84
1929,116548.2
1930,126299.305
1931,130748.97
1932,128545.34
1933,178358.08
1934,170505.58
1935,162915.08
1936,182083.88
1937,175346.64
1938,162228.22
1939,225417.34
1940,175769.39
1941,165608.34
1942,167938.1
1943,205017.95
1944,360189.84
1945,393343.78
1946,130116.02
1947,316305.9
1948,174020.28
1949,239074.72
1950,168420.05
1951,227736.05
1952,182877.42
1953,157199.1
1954,171721.47
1955,128763.484
1956,308094.88
1957,143230.97
1958,262550.1
1959,139333.22
1960,114451.72
1961,114696.07
1962,88261.69
1963,99582.97
1964,102801.29
1965,138528.38
1966,128330.24
1967,281431.3
1968,471175.2
1969,359026.16
1970,400456.47
1971,422208.0
1972,358421.75
1973,262050.61
1974,317184.34
1975,473105.9
1976,267823.62
1977,321773.7
1978,355841.22
1979,312641.47
1980,185021.14
1981,322627.0
1982,216452.56
1983,184944.62
1984,164118.98
1985,231980.36
1986,189340.39
1987,192856.78
1988,164635.22
1989,178487.38
1990,196586.02
1991,221579.94
1992,196346.55
1993,153349.42
1994,202325.52
1995,166761.28
1996,232348.61
1997,262680.5
1998,318780.84
1999,256937.5
2000,307354.84
2001,291233.3
2002,227087.88
2003,245856.98
2004,276409.25
2005,201311.05
2006,218116.0
2007,247458.9
2008,211879.23
2009,187721.84
2010,178930.36
2011,129134.516
2012,160211.84
2013,168793.95
2014,173411.3
2015,201358.3
2016,180288.0
2017,173497.86
2018,109468.484
2019,125004.95
2020,83368.08
2021,102034.766
2022,175307.95
2023,130275.47
2024,249897.66
2025,364215.28
2026,160197.64
2027,156089.92
2028,153512.58
2029,160717.16
